paid_services,salary,debt_firms,debt_fiz,inflation,fm_changes_volume,fm_changes_costs,fm_changes_demand,fm_demand_exp,fm_price_exp,Date,Brent,MIACR,Infl_exp,M2,gov_debt,obligates
2056123.4,19023.7,53392,36669,100.66,-44.642857142857096,42.7745664739884,-14.857142857142899,40.5714285714286,15.4285714285714,2014-01-31,108.12,6.056470588235294,13.037735849056604,31155.6,5722.239,6.2005
2180155.4,18778.9,53690,37352,100.42,26.9938650306748,46.1988304093567,17.543859649122798,43.1034482758621,23.5632183908046,2014-02-28,108.9,5.9935,11.795154185022026,29861.2,5733.566,6.3854999999999995
2239778.6,19468.3,54442,37973,100.9,37.57575757575759,47.12643678160919,31.3609467455621,40.8284023668639,26.470588235294098,2014-03-31,107.48,7.845000000000001,11.522132796780683,30169.0,5754.951,7.402380952380952
2172375.6,20192.5,54566,38651,101.09,12.1212121212121,44.1860465116279,17.159763313609496,40.6976744186047,20.5882352941176,2014-04-30,107.76,7.874545454545455,12.67274472168906,29519.3,5707.239,7.497727272727272
1979458.1,20919.5,54299,39338,100.99,-17.3913043478261,30.8139534883721,-4.09356725146199,37.4269005847953,18.8235294117647,2014-05-31,109.54,8.214736842105264,11.720956719817767,29879.0,5714.967,7.954999999999999
2030671.4,21996.6,54912,39985,100.57,3.16455696202532,31.927710843373497,7.27272727272727,52.095808383233496,30.5389221556886,2014-06-30,111.8,8.233157894736843,11.348780487804879,29890.8,5739.107,7.882380952380952
2157625.8,20909.6,55349,41044,100.67,28.3018867924528,44.705882352941195,24.2424242424242,44.047619047618994,20.481927710843397,2014-07-31,106.77,8.172173913043478,11.830396475770925,30073.1,5757.204,8.527391304347827
2340685.5,20011.9,55834,41515,100.49,-7.594936708860759,37.2781065088757,5.32544378698225,29.940119760479,15.4761904761905,2014-08-31,101.61,7.877142857142856,12.459183673469388,30178.3,5791.262,8.588095238095239
2407094.7,20110.3,57100,41647,100.99,7.594936708860759,61.309523809523796,19.2771084337349,20.238095238095198,24.550898203592798,2014-09-30,97.09,7.949090909090909,13.817269076305221,30338.7,5742.744,8.715454545454547
2485648.6,20509.3,57765,41804,100.68,-7.006369426751589,54.705882352941195,1.7751479289940801,0.588235294117647,20.0,2014-10-31,87.43,8.240434782608697,13.146153846153846,30297.6,5739.132,9.170434782608694
2552230.7,20530.0,56786,42268,101.14,-23.684210526315802,40.5063291139241,3.82165605095541,3.16455696202532,37.974683544303794,2014-11-30,79.44,10.211111111111112,15.462264150943396,29831.2,5753.841,10.4095
2848137.7,27195.5,56597,42434,103.09,17.241379310344797,58.1699346405229,2.61437908496732,-7.189542483660129,26.797385620915,2014-12-31,62.34,15.468695652173912,16.57123287671233,30141.9,5759.2,14.746521739130435
2457566.4,19584.4,56090,41993,103.8,-47.682119205298,54.838709677419395,-43.5064935064935,27.741935483870996,23.2258064516129,2015-01-31,47.76,16.964666666666666,18.072327044025158,31615.7,7241.169,14.117272727272727
2453452.5,20001.9,54825,41487,101.95,17.7304964539007,49.6688741721854,-5.92105263157895,35.5263157894737,14.473684210526297,2015-02-28,58.1,15.116315789473683,15.659763313609467,31033.7,7240.896,13.0695
2494191.1,20796.3,55696,40968,101.62,18.309859154929597,49.3333333333333,2.0270270270270303,32.0,15.3333333333333,2015-03-31,55.89,14.902857142857142,13.967980295566502,31225.0,7159.78,12.032727272727273
2371342.3,20743.2,56321,41323,100.44,15.827338129496399,43.9189189189189,10.958904109588998,37.8378378378378,10.1351351351351,2015-04-30,59.52,14.357727272727272,14.32905982905983,31028.8,6986.477,10.783181818181818
